time_from_start,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z,angular_acc_x,angular_acc_y,angular_acc_z,angular_jerk_x,angular_jerk_y,angular_jerk_z,angular_snap_x,angular_snap_y,angular_snap_z,heading,heading_rate,heading_acc
2.43443156,12.32375448,12.23285058,2.09257490,-3.00130987,0.70537706,0.04843597,-0.13805907,0.03244707,0.00222804,-0.11684930,0.02746228,0.00188575,0.04584821,-0.01077539,-0.00073991,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.45443156,12.26370052,12.24696465,2.09354407,-3.00409436,0.70603148,0.04848090,-0.14038674,0.03299412,0.00226560,-0.11590973,0.02724146,0.00187058,0.04810224,-0.01130514,-0.00077629,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.47443156,12.20359040,12.26109192,2.09451414,-3.00692521,0.70669679,0.04852659,-0.14269517,0.03353666,0.00230285,-0.11492550,0.02701014,0.00185470,0.05031287,-0.01182469,-0.00081196,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.49443156,12.14342320,12.27523259,2.09548514,-3.00980203,0.70737291,0.04857301,-0.14498347,0.03407446,0.00233978,-0.11389750,0.02676854,0.00183811,0.05248037,-0.01233410,-0.00084694,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.51443156,12.08319801,12.28938690,2.09645707,-3.01272441,0.70805974,0.04862018,-0.14725078,0.03460733,0.00237637,-0.11282657,0.02651685,0.00182083,0.05460498,-0.01283343,-0.00088123,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.53443156,12.02291392,12.30355505,2.09742995,-3.01569192,0.70875717,0.04866807,-0.14949625,0.03513507,0.00241261,-0.11171358,0.02625527,0.00180286,0.05668694,-0.01332274,-0.00091483,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.55443156,11.96257004,12.31773726,2.09840380,-3.01870411,0.70946510,0.04871668,-0.15171905,0.03565748,0.00244848,-0.11055938,0.02598400,0.00178424,0.05872651,-0.01380208,-0.00094774,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.57443156,11.90216546,12.33193373,2.09937862,-3.02176052,0.71018343,0.04876600,-0.15391836,0.03617436,0.00248398,-0.10936480,0.02570325,0.00176496,0.06072394,-0.01427153,-0.00097998,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.59443156,11.84169933,12.34614467,2.10035444,-3.02486068,0.71091204,0.04881603,-0.15609338,0.03668554,0.00251908,-0.10813070,0.02541321,0.00174504,0.06267948,-0.01473112,-0.00101154,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.61443156,11.78117075,12.36037028,2.10133127,-3.02800409,0.71165082,0.04886676,-0.15824333,0.03719083,0.00255377,-0.10685790,0.02511407,0.00172450,0.06459338,-0.01518093,-0.00104243,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.63443156,11.72057888,12.37461077,2.10230912,-3.03119024,0.71239963,0.04891818,-0.16036744,0.03769005,0.00258805,-0.10554724,0.02480604,0.00170335,0.06646588,-0.01562102,-0.00107264,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.65443156,11.65992286,12.38886633,2.10328800,-3.03441861,0.71315838,0.04897028,-0.16246497,0.03818302,0.00262190,-0.10419954,0.02448930,0.00168160,0.06829725,-0.01605143,-0.00110220,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.67443156,11.59920185,12.40313717,2.10426793,-3.03768866,0.71392691,0.04902306,-0.16453518,0.03866956,0.00265531,-0.10281562,0.02416404,0.00165927,0.07008773,-0.01647223,-0.00113110,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.69443156,11.53841504,12.41742347,2.10524893,-3.04099983,0.71470511,0.04907649,-0.16657736,0.03914952,0.00268827,-0.10139630,0.02383047,0.00163636,0.07183756,-0.01688348,-0.00115933,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.71443156,11.47756159,12.43172543,2.10623100,-3.04435156,0.71549285,0.04913058,-0.16859080,0.03962273,0.00272076,-0.09994239,0.02348877,0.00161290,0.07354700,-0.01728524,-0.00118692,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.73443156,11.41664071,12.44604325,2.10721416,-3.04774327,0.71628998,0.04918532,-0.17057483,0.04008902,0.00275278,-0.09845469,0.02313912,0.00158889,0.07521631,-0.01767757,-0.00121386,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.75443156,11.35565160,12.46037709,2.10819841,-3.05117435,0.71709636,0.04924069,-0.17252877,0.04054824,0.00278432,-0.09693400,0.02278173,0.00156435,0.07684572,-0.01806052,-0.00124016,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.77443156,11.29459348,12.47472716,2.10918379,-3.05464421,0.71791186,0.04929669,-0.17445197,0.04100024,0.00281535,-0.09538113,0.02241676,0.00153929,0.07843549,-0.01843415,-0.00126581,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.79443156,11.23346557,12.48909363,2.11017029,-3.05815222,0.71873632,0.04935330,-0.17634381,0.04144486,0.00284588,-0.09379685,0.02204442,0.00151372,0.07998588,-0.01879853,-0.00129083,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.81443156,11.17226714,12.50347667,2.11115792,-3.06169775,0.71956960,0.04941052,-0.17820364,0.04188197,0.00287590,-0.09218195,0.02166489,0.00148766,0.08149712,-0.01915370,-0.00131522,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.83443156,11.11099742,12.51787647,2.11214671,-3.06528015,0.72041155,0.04946834,-0.18003088,0.04231141,0.00290539,-0.09053722,0.02127834,0.00146111,0.08296947,-0.01949974,-0.00133898,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.85443156,11.04965569,12.53229319,2.11313666,-3.06889877,0.72126201,0.04952673,-0.18182494,0.04273306,0.00293434,-0.08886343,0.02088496,0.00143410,0.08440318,-0.01983669,-0.00136212,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.87443156,10.98824123,12.54672701,2.11412778,-3.07255292,0.72212082,0.04958571,-0.18358523,0.04314677,0.00296275,-0.08716135,0.02048493,0.00140663,0.08579850,-0.02016463,-0.00138464,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.89443156,10.92675334,12.56117808,2.11512009,-3.07624195,0.72298782,0.04964524,-0.18531121,0.04355241,0.00299060,-0.08543174,0.02007843,0.00137872,0.08715569,-0.02048360,-0.00140654,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.91443156,10.86519133,12.57564657,2.11611360,-3.07996514,0.72386286,0.04970533,-0.18700232,0.04394986,0.00301790,-0.08367538,0.01966564,0.00135038,0.08847498,-0.02079366,-0.00142783,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.93443156,10.80355451,12.59013265,2.11710831,-3.08372180,0.72474576,0.04976595,-0.18865805,0.04433899,0.00304462,-0.08189300,0.01924674,0.00132161,0.08975663,-0.02109488,-0.00144852,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.95443156,10.74184224,12.60463646,2.11810424,-3.08751122,0.72563636,0.04982711,-0.19027788,0.04471969,0.00307076,-0.08008536,0.01882191,0.00129244,0.09100090,-0.02138731,-0.00146860,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.97443156,10.68005385,12.61915815,2.11910140,-3.09133268,0.72653449,0.04988878,-0.19186130,0.04509183,0.00309631,-0.07825321,0.01839131,0.00126287,0.09220802,-0.02167101,-0.00148808,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
2.99443156,10.61818872,12.63369788,2.12009979,-3.09518543,0.72743998,0.04995096,-0.19340785,0.04545531,0.00312127,-0.07639728,0.01795512,0.00123292,0.09337825,-0.02194604,-0.00150696,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.01443156,10.55624623,12.64825580,2.12109944,-3.09906874,0.72835265,0.05001363,-0.19491704,0.04581000,0.00314562,-0.07451832,0.01751352,0.00120260,0.09451185,-0.02221247,-0.00152526,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.03443156,10.49422577,12.66283204,2.12210034,-3.10298186,0.72927232,0.05007678,-0.19638843,0.04615581,0.00316937,-0.07261705,0.01706668,0.00117191,0.09560906,-0.02247033,-0.00154297,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.05443156,10.43212676,12.67742674,2.12310251,-3.10692402,0.73019882,0.05014040,-0.19782158,0.04649263,0.00319250,-0.07069420,0.01661477,0.00114088,0.09667012,-0.02271971,-0.00156009,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.07443156,10.36994862,12.69204003,2.12410596,-3.11089446,0.73113197,0.05020447,-0.19921606,0.04682037,0.00321500,-0.06875049,0.01615795,0.00110951,0.09769530,-0.02296065,-0.00157663,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.09443156,10.30769080,12.70667206,2.12511069,-3.11489241,0.73207157,0.05026899,-0.20057146,0.04713892,0.00323688,-0.06678663,0.01569640,0.00107782,0.09868484,-0.02319321,-0.00159260,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.11443156,10.24535275,12.72132294,2.12611672,-3.11891706,0.73301746,0.05033394,-0.20188739,0.04744820,0.00325811,-0.06480333,0.01523028,0.00104581,0.09963899,-0.02341746,-0.00160800,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.13443156,10.18293394,12.73599280,2.12712406,-3.12296764,0.73396944,0.05039931,-0.20316347,0.04774810,0.00327871,-0.06280130,0.01475975,0.00101350,0.10055800,-0.02363345,-0.00162283,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.15443156,10.12043387,12.75068176,2.12813270,-3.12704333,0.73492732,0.05046509,-0.20439933,0.04803856,0.00329865,-0.06078124,0.01428499,0.00098090,0.10144213,-0.02384124,-0.00163710,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.17443156,10.05785205,12.76538993,2.12914266,-3.13114334,0.73589092,0.05053125,-0.20559461,0.04831948,0.00331794,-0.05874385,0.01380616,0.00094802,0.10229161,-0.02404089,-0.00165081,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.19443156,9.99518798,12.78011743,2.13015395,-3.13526684,0.73686004,0.05059780,-0.20674897,0.04859078,0.00333657,-0.05668981,0.01332341,0.00091488,0.10310671,-0.02423246,-0.00166396,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.21443156,9.93244122,12.79486437,2.13116658,-3.13941302,0.73783448,0.05066471,-0.20786209,0.04885239,0.00335454,-0.05461981,0.01283691,0.00088147,0.10388767,-0.02441600,-0.00167657,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.23443156,9.86961132,12.80963084,2.13218054,-3.14358105,0.73881407,0.05073198,-0.20893366,0.04910423,0.00337183,-0.05253453,0.01234683,0.00084782,0.10463474,-0.02459158,-0.00168862,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.25443156,9.80669784,12.82441696,2.13319586,-3.14777009,0.73979859,0.05079958,-0.20996338,0.04934624,0.00338845,-0.05043464,0.01185330,0.00081393,0.10534817,-0.02475925,-0.00170014,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.27443156,9.74370038,12.83922282,2.13421253,-3.15197930,0.74078785,0.05086751,-0.21095095,0.04957834,0.00340438,-0.04832082,0.01135651,0.00077981,0.10602821,-0.02491908,-0.00171111,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.29443156,9.68061854,12.85404851,2.13523056,-3.15620784,0.74178165,0.05093575,-0.21189612,0.04980048,0.00341964,-0.04619373,0.01085659,0.00074549,0.10667512,-0.02507111,-0.00172155,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.31443156,9.61745194,12.86889411,2.13624996,-3.16045486,0.74277980,0.05100429,-0.21279862,0.05001258,0.00343420,-0.04405404,0.01035371,0.00071096,0.10728914,-0.02521542,-0.00173146,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.33443156,9.55420023,12.88375972,2.13727073,-3.16471950,0.74378209,0.05107312,-0.21365820,0.05021461,0.00344807,-0.04190239,0.00984803,0.00067623,0.10787052,-0.02535206,-0.00174084,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.35443156,9.49086305,12.89864542,2.13829289,-3.16900090,0.74478832,0.05114221,-0.21447464,0.05040649,0.00346125,-0.03973943,0.00933968,0.00064133,0.10841951,-0.02548109,-0.00174970,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.37443156,9.42744009,12.91355128,2.13931642,-3.17329820,0.74579828,0.05121156,-0.21524771,0.05058818,0.00347373,-0.03756582,0.00882883,0.00060625,0.10893636,-0.02560256,-0.00175805,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.39443156,9.36393102,12.92847738,2.14034135,-3.17761052,0.74681178,0.05128115,-0.21597720,0.05075963,0.00348550,-0.03538219,0.00831563,0.00057101,0.10942133,-0.02571654,-0.00176587,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.41443156,9.30033557,12.94342378,2.14136767,-3.18193700,0.74782860,0.05135098,-0.21666293,0.05092079,0.00349657,-0.03318918,0.00780022,0.00053562,0.10987466,-0.02582308,-0.00177319,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.43443156,9.23665345,12.95839054,2.14239539,-3.18627675,0.74884854,0.05142101,-0.21730471,0.05107162,0.00350692,-0.03098741,0.00728276,0.00050008,0.11029660,-0.02592225,-0.00178000,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.45443156,9.17288442,12.97337774,2.14342451,-3.19062889,0.74987139,0.05149125,-0.21790238,0.05121208,0.00351657,-0.02877752,0.00676338,0.00046442,0.11068741,-0.02601409,-0.00178630,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.47443156,9.10902822,12.98838542,2.14445504,-3.19499255,0.75089695,0.05156167,-0.21845576,0.05134214,0.00352550,-0.02656012,0.00624224,0.00042863,0.11104733,-0.02609868,-0.00179211,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.49443156,9.04508465,13.00341363,2.14548698,-3.19936682,0.75192501,0.05163226,-0.21896473,0.05146176,0.00353371,-0.02433583,0.00571948,0.00039274,0.11137661,-0.02617607,-0.00179743,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.51443156,8.98105348,13.01846243,2.14652033,-3.20375084,0.75295536,0.05170301,-0.21942915,0.05157091,0.00354121,-0.02210526,0.00519525,0.00035674,0.11167550,-0.02624632,-0.00180225,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.53443156,8.91693455,13.03353186,2.14755510,-3.20814369,0.75398778,0.05177391,-0.21984891,0.05166956,0.00354798,-0.01986901,0.00466968,0.00032065,0.11194426,-0.02630948,-0.00180659,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.55443156,8.85272768,13.04862196,2.14859129,-3.21254450,0.75502207,0.05184493,-0.22022388,0.05175769,0.00355403,-0.01762769,0.00414291,0.00028448,0.11218313,-0.02636562,-0.00181044,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.57443156,8.78843273,13.06373275,2.14962890,-3.21695235,0.75605801,0.05191606,-0.22055398,0.05183527,0.00355936,-0.01538188,0.00361510,0.00024824,0.11239236,-0.02641480,-0.00181382,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.59443156,8.72404955,13.07886429,2.15066793,-3.22136636,0.75709541,0.05198730,-0.22083913,0.05190229,0.00356396,-0.01313219,0.00308637,0.00021193,0.11257221,-0.02645707,-0.00181672,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.61443156,8.65957804,13.09401658,2.15170839,-3.22578561,0.75813404,0.05205862,-0.22107925,0.05195872,0.00356784,-0.01087919,0.00255686,0.00017557,0.11272292,-0.02649249,-0.00181915,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.63443156,8.59501809,13.10918965,2.15275028,-3.23020922,0.75917369,0.05213001,-0.22127428,0.05200456,0.00357099,-0.00862347,0.00202671,0.00013917,0.11284475,-0.02652112,-0.00182112,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.65443156,8.53036964,13.12438353,2.15379359,-3.23463628,0.76021415,0.05220145,-0.22142417,0.05203979,0.00357340,-0.00636559,0.00149606,0.00010273,0.11293793,-0.02654302,-0.00182262,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.67443156,8.46563263,13.13959822,2.15483834,-3.23906589,0.76125521,0.05227294,-0.22152889,0.05206440,0.00357509,-0.00410614,0.00096504,0.00006627,0.11300274,-0.02655825,-0.00182367,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
3.69443156,8.40080700,13.15483374,2.15588451,-3.24349714,0.76229665,0.05234445,-0.22158841,0.05207839,0.00357605,-0.00184567,0.00043378,0.00002979,0.11303940,-0.02656687,-0.00182426,0.70710677,0.00000000,0.00000000,0.70710680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57079637,0.00000000,0.00000000
